tourney_order_x,match_id_x,match_stats_url_suffix,match_time,match_duration,winner_aces,winner_double_faults,winner_first_serves_in,winner_first_serves_total,winner_first_serve_points_won,winner_first_serve_points_total,winner_second_serve_points_won,winner_second_serve_points_total,winner_break_points_saved,winner_break_points_serve_total,winner_service_points_won,winner_service_points_total,winner_first_serve_return_won,winner_first_serve_return_total,winner_second_serve_return_won,winner_second_serve_return_total,winner_break_points_converted,winner_break_points_return_total,winner_service_games_played,winner_return_games_played,winner_return_points_won,winner_return_points_total,winner_total_points_won,winner_total_points_total,loser_aces,loser_double_faults,loser_first_serves_in,loser_first_serves_total,loser_first_serve_points_won,loser_first_serve_points_total,loser_second_serve_points_won,loser_second_serve_points_total,loser_break_points_saved,loser_break_points_serve_total,loser_service_points_won,loser_service_points_total,loser_first_serve_return_won,loser_first_serve_return_total,loser_second_serve_return_won,loser_second_serve_return_total,loser_break_points_converted,loser_break_points_return_total,loser_service_games_played,loser_return_games_played,loser_return_points_won,loser_return_points_total,loser_total_points_won,loser_total_points_total,tourney_year_id_x,tourney_order_y,tourney_slug_x,tourney_url_suffix,tourney_round_name,round_order,match_order,winner_name,winner_player_id,winner_slug,loser_name,loser_player_id,loser_slug,winner_seed,loser_seed,match_score_tiebreaks,winner_sets_won,loser_sets_won,winner_games_won,loser_games_won,winner_tiebreaks_won,loser_tiebreaks_won,match_id_y,player_id,player_slug,first_name,last_name,player_url,flag_code,residence,birthplace,birthdate,birth_year,birth_month,birth_day,turned_pro,weight_lbs,weight_kg,height_ft,height_inches,height_cm,handedness,backhand,player_id_loser,player_slug_loser,first_name_loser,last_name_loser,player_url_loser,flag_code_loser,residence_loser,birthplace_loser,birthdate_loser,birth_year_loser,birth_month_loser,birth_day_loser,turned_pro_loser,weight_lbs_loser,weight_kg_loser,height_ft_loser,height_inches_loser,height_cm_loser,handedness_loser,backhand_loser,tourney_year,tourney_order,tourney_name,tourney_id,tourney_slug_y,tourney_location,tourney_dates,tourney_month,tourney_day,tourney_singles_draw,tourney_doubles_draw,tourney_conditions,tourney_surface,tourney_fin_commit,singles_winner_name,singles_winner_url,singles_winner_player_slug,singles_winner_player_id,doubles_winner_1_name,doubles_winner_1_url,doubles_winner_1_player_slug,doubles_winner_1_player_id,doubles_winner_2_name,doubles_winner_2_url,doubles_winner_2_player_slug,doubles_winner_2_player_id,tourney_year_id_y,week_year,week_month,week_day,age,age_loser
10,2019-424-rc96-tc61,/en/scores/2019/424/MS019/match-stats?isLive=False,02:35:34,155,4,1,85,133,55,85,23,48,12,16,78,133,11,62,9,22,0,1,16,15,20,84,98,217,9,2,62,84,51,62,13,22,1,1,64,84,30,85,25,48,4,16,15,16,55,133,119,217,2019-424,11,new-york,/en/scores/archive/new-york/424/2019/results,Round of 32,5,3,Jordan Thompson,tc61,jordan-thompson,Noah Rubin,rc96,noah-rubin,7,W,67(7) 75 61,2,1,19,13,0,1,2019-424-tc61-rc96,tc61,jordan-thompson,Jordan,Thompson,http://www.atpworldtour.com/en/players/jordan-thompson/tc61/overview,AUS,"Sydney, Australia","Sydney, Australia",1994.04.20,1994.0,4.0,20.0,2013.0,161.0,73.0,"6'0""",72.0,183.0,Right-Handed,Two-Handed Backhand,rc96,noah-rubin,Noah,Rubin,http://www.atpworldtour.com/en/players/noah-rubin/rc96/overview,USA,"Long Island, NY, USA","Long Island, NY, USA",1996.02.21,1996.0,2.0,21.0,2015.0,150.0,68.0,"5'9""",69.0,175.0,Right-Handed,Two-Handed Backhand,2019,11,New York Open,424.0,new-york,"b'New York, United States'",2019.02.11,2,11,28,28,Indoor,Hard,"b'$777,385'",Reilly Opelka,/en/players/reilly-opelka/o522/overview,reilly-opelka,o522,Kevin Krawietz,/en/players/kevin-krawietz/kb92/overview,kevin-krawietz,kb92,Andreas Mies,/en/players/andreas-mies/mj40/overview,andreas-mies,mj40,2019-424,2019.0,2.0,11.0,24.813141683778234,22.973305954825463
10,2019-424-j380-td51,/en/scores/2019/424/MS015/match-stats?isLive=False,01:26:55,86,2,2,35,56,29,35,13,21,1,2,42,56,15,46,15,23,3,7,11,10,30,69,72,125,2,1,46,69,31,46,8,23,4,7,39,69,6,35,8,21,1,2,10,11,14,56,53,125,2019-424,11,new-york,/en/scores/archive/new-york/424/2019/results,Round of 16,4,2,Jason Jung,j380,jason-jung,Frances Tiafoe,td51,frances-tiafoe,,2 W,63 75,2,0,13,8,0,0,2019-424-j380-td51,j380,jason-jung,Jason,Jung,http://www.atpworldtour.com/en/players/jason-jung/j380/overview,TPE,"Torrance, CA, USA","Torrance, CA, USA",1989.06.15,1989.0,6.0,15.0,2011.0,152.0,69.0,"5'11""",71.0,180.0,Right-Handed,Two-Handed Backhand,td51,frances-tiafoe,Frances,Tiafoe,http://www.atpworldtour.com/en/players/frances-tiafoe/td51/overview,USA,"Orlando, FL, USA","Hyattsville, MD, USA",1998.01.20,1998.0,1.0,20.0,2015.0,170.0,77.0,"6'2""",74.0,188.0,Right-Handed,Two-Handed Backhand,2019,11,New York Open,424.0,new-york,"b'New York, United States'",2019.02.11,2,11,28,28,Indoor,Hard,"b'$777,385'",Reilly Opelka,/en/players/reilly-opelka/o522/overview,reilly-opelka,o522,Kevin Krawietz,/en/players/kevin-krawietz/kb92/overview,kevin-krawietz,kb92,Andreas Mies,/en/players/andreas-mies/mj40/overview,andreas-mies,mj40,2019-424,2019.0,2.0,11.0,29.659137577002053,21.059548254620122
10,2019-424-mb53-a622,/en/scores/2019/424/QS004/match-stats?isLive=False,01:32:42,92,6,1,49,64,38,49,8,15,3,4,46,64,15,42,11,26,3,5,10,11,26,68,72,132,4,0,42,68,27,42,15,26,2,5,42,68,11,49,7,15,1,4,11,10,18,64,60,132,2019-424,11,new-york,/en/scores/archive/new-york/424/2019/results,2nd Round Qualifying,6,1,Adrian Menendez-Maceiras,mb53,adrian-menendez-maceiras,Andrea Arnaboldi,a622,andrea-arnaboldi,1,8,63 76(7),2,0,13,9,1,0,2019-424-mb53-a622,mb53,adrian-menendez-maceiras,Adrian,Menendez-Maceiras,http://www.atpworldtour.com/en/players/adrian-menendez-maceiras/mb53/overview,ESP,"Marbella, Spain","Marbella, Spain",1985.10.28,1985.0,10.0,28.0,2005.0,163.0,74.0,"6'0""",72.0,183.0,Right-Handed,Two-Handed Backhand,a622,andrea-arnaboldi,Andrea,Arnaboldi,http://www.atpworldtour.com/en/players/andrea-arnaboldi/a622/overview,ITA,"Cantu, Italy","Milan, Italy",1987.12.27,1987.0,12.0,27.0,2006.0,158.0,72.0,"5'11""",71.0,180.0,Left-Handed,One-Handed Backhand,2019,11,New York Open,424.0,new-york,"b'New York, United States'",2019.02.11,2,11,28,28,Indoor,Hard,"b'$777,385'",Reilly Opelka,/en/players/reilly-opelka/o522/overview,reilly-opelka,o522,Kevin Krawietz,/en/players/kevin-krawietz/kb92/overview,kevin-krawietz,kb92,Andreas Mies,/en/players/andreas-mies/mj40/overview,andreas-mies,mj40,2019-424,2019.0,2.0,11.0,33.28952772073922,31.12662559890486
10,2019-424-sl08-l503,/en/scores/2019/424/MS024/match-stats?isLive=False,02:32:42,152,22,1,71,106,56,71,24,35,6,7,80,106,12,64,14,42,0,2,17,17,26,106,106,212,8,1,64,106,52,64,28,42,2,2,80,106,15,71,11,35,1,7,17,17,26,106,106,212,2019-424,11,new-york,/en/scores/archive/new-york/424/2019/results,Round of 32,5,4,Paolo Lorenzi,l503,paolo-lorenzi,Tennys Sandgren,sl08,tennys-sandgren,,8,76(4) 67(4) 64,2,1,19,17,1,1,2019-424-l503-sl08,l503,paolo-lorenzi,Paolo,Lorenzi,http://www.atpworldtour.com/en/players/paolo-lorenzi/l503/overview,ITA,"Siena, Italy","Rome, Italy",1981.12.15,1981.0,12.0,15.0,2003.0,169.0,77.0,"6'0""",72.0,183.0,Right-Handed,Two-Handed Backhand,sl08,tennys-sandgren,Tennys,Sandgren,http://www.atpworldtour.com/en/players/tennys-sandgren/sl08/overview,USA,"Gallatin, TN, USA","Gallatin, TN, USA",1991.07.22,1991.0,7.0,22.0,2011.0,192.0,87.0,"6'2""",74.0,188.0,Right-Handed,Two-Handed Backhand,2019,11,New York Open,424.0,new-york,"b'New York, United States'",2019.02.11,2,11,28,28,Indoor,Hard,"b'$777,385'",Reilly Opelka,/en/players/reilly-opelka/o522/overview,reilly-opelka,o522,Kevin Krawietz,/en/players/kevin-krawietz/kb92/overview,kevin-krawietz,kb92,Andreas Mies,/en/players/andreas-mies/mj40/overview,andreas-mies,mj40,2019-424,2019.0,2.0,11.0,37.158110882956876,27.55920602327173
10,2019-424-rb56-sf62,/en/scores/2019/424/QS006/match-stats?isLive=False,01:39:25,99,12,5,68,91,52,68,11,23,7,9,63,91,17,63,12,24,3,5,15,15,29,87,92,178,3,3,63,87,46,63,12,24,2,5,58,87,16,68,12,23,2,9,15,15,28,91,86,178,2019-424,11,new-york,/en/scores/archive/new-york/424/2019/results,2nd Round Qualifying,6,3,Ramkumar Ramanathan,rb56,ramkumar-ramanathan,Tim Smyczek,sf62,tim-smyczek,3,,63 36 75,2,1,16,14,0,0,2019-424-rb56-sf62,rb56,ramkumar-ramanathan,Ramkumar,Ramanathan,http://www.atpworldtour.com/en/players/ramkumar-ramanathan/rb56/overview,IND,"Barcelona, ESP & Chennai, IND","Chennai, India",1994.11.08,1994.0,11.0,8.0,,169.0,77.0,"6'2""",74.0,188.0,Right-Handed,Two-Handed Backhand,sf62,tim-smyczek,Tim,Smyczek,http://www.atpworldtour.com/en/players/tim-smyczek/sf62/overview,USA,"Tampa, FL, USA","Milwaukee, WI, USA",1987.12.30,1987.0,12.0,30.0,2006.0,160.0,73.0,"5'9""",69.0,175.0,Right-Handed,Two-Handed Backhand,2019,11,New York Open,424.0,new-york,"b'New York, United States'",2019.02.11,2,11,28,28,Indoor,Hard,"b'$777,385'",Reilly Opelka,/en/players/reilly-opelka/o522/overview,reilly-opelka,o522,Kevin Krawietz,/en/players/kevin-krawietz/kb92/overview,kevin-krawietz,kb92,Andreas Mies,/en/players/andreas-mies/mj40/overview,andreas-mies,mj40,2019-424,2019.0,2.0,11.0,24.26009582477755,31.11841204654346
10,2019-424-i165-mk66,/en/scores/2019/424/MS022/match-stats?isLive=False,01:37:50,97,7,1,47,78,39,47,16,31,3,4,55,78,15,49,14,29,3,5,14,13,29,78,84,156,3,2,49,78,34,49,15,29,2,5,49,78,8,47,15,31,1,4,13,14,23,78,72,156,2019-424,11,new-york,/en/scores/archive/new-york/424/2019/results,Round of 32,5,9,Denis Istomin,i165,denis-istomin,Mackenzie McDonald,mk66,mackenzie-mcdonald,,,46 62 63,2,1,16,11,0,0,2019-424-i165-mk66,i165,denis-istomin,Denis,Istomin,http://www.atpworldtour.com/en/players/denis-istomin/i165/overview,UZB,"Tashkent, Uzbekistan","Orenburg, Russia",1986.09.07,1986.0,9.0,7.0,2004.0,194.0,88.0,"6'2""",74.0,188.0,Right-Handed,Two-Handed Backhand,mk66,mackenzie-mcdonald,Mackenzie,McDonald,http://www.atpworldtour.com/en/players/mackenzie-mcdonald/mk66/overview,USA,"Los Angeles, CA, USA","Piedmont, CA, USA",1995.04.16,1995.0,4.0,16.0,2016.0,145.0,66.0,"5'10""",70.0,178.0,,,2019,11,New York Open,424.0,new-york,"b'New York, United States'",2019.02.11,2,11,28,28,Indoor,Hard,"b'$777,385'",Reilly Opelka,/en/players/reilly-opelka/o522/overview,reilly-opelka,o522,Kevin Krawietz,/en/players/kevin-krawietz/kb92/overview,kevin-krawietz,kb92,Andreas Mies,/en/players/andreas-mies/mj40/overview,andreas-mies,mj40,2019-424,2019.0,2.0,11.0,32.42984257357974,23.824777549623544
10,2019-424-mb53-e865,/en/scores/2019/424/MS018/match-stats?isLive=False,01:28:37,88,4,0,43,68,30,43,12,25,2,5,42,68,14,49,7,18,2,5,11,11,21,67,63,135,14,1,49,67,35,49,11,18,3,5,46,67,13,43,13,25,3,5,11,11,26,68,72,135,2019-424,11,new-york,/en/scores/archive/new-york/424/2019/results,Round of 32,5,6,Christopher Eubanks,e865,christopher-eubanks,Adrian Menendez-Maceiras,mb53,adrian-menendez-maceiras,Q,Q,64 76(4),2,0,13,10,1,0,2019-424-e865-mb53,e865,christopher-eubanks,Christopher,Eubanks,http://www.atpworldtour.com/en/players/christopher-eubanks/e865/overview,USA,"Atlanta, GA, USA","Atlanta, GA, USA",1996.05.05,1996.0,5.0,5.0,2017.0,180.0,82.0,"6'7""",79.0,201.0,Right-Handed,One-Handed Backhand,mb53,adrian-menendez-maceiras,Adrian,Menendez-Maceiras,http://www.atpworldtour.com/en/players/adrian-menendez-maceiras/mb53/overview,ESP,"Marbella, Spain","Marbella, Spain",1985.10.28,1985.0,10.0,28.0,2005.0,163.0,74.0,"6'0""",72.0,183.0,Right-Handed,Two-Handed Backhand,2019,11,New York Open,424.0,new-york,"b'New York, United States'",2019.02.11,2,11,28,28,Indoor,Hard,"b'$777,385'",Reilly Opelka,/en/players/reilly-opelka/o522/overview,reilly-opelka,o522,Kevin Krawietz,/en/players/kevin-krawietz/kb92/overview,kevin-krawietz,kb92,Andreas Mies,/en/players/andreas-mies/mj40/overview,andreas-mies,mj40,2019-424,2019.0,2.0,11.0,22.770704996577688,33.28952772073922
10,2019-424-q927-a829,/en/scores/2019/424/MS014/match-stats?isLive=False,01:10:04,70,17,3,40,54,33,40,9,14,0,0,42,54,20,51,9,18,2,6,10,9,29,69,71,123,6,1,51,69,31,51,9,18,4,6,40,69,7,40,5,14,0,0,9,10,12,54,52,123,2019-424,11,new-york,/en/scores/archive/new-york/424/2019/results,Round of 16,4,5,Sam Querrey,q927,sam-querrey,Radu Albot,a829,radu-albot,6,,63 64,2,0,12,7,0,0,2019-424-q927-a829,q927,sam-querrey,Sam,Querrey,http://www.atpworldtour.com/en/players/sam-querrey/q927/overview,USA,"Santa Monica, CA, USA","San Francisco, CA, USA",1987.10.07,1987.0,10.0,7.0,2006.0,210.0,95.0,"6'6""",78.0,198.0,Right-Handed,Two-Handed Backhand,a829,radu-albot,Radu,Albot,http://www.atpworldtour.com/en/players/radu-albot/a829/overview,MDA,"Chisinau, Moldova","Chisinau, Moldova",1989.11.11,1989.0,11.0,11.0,2008.0,152.0,69.0,"5'9""",69.0,175.0,Right-Handed,Two-Handed Backhand,2019,11,New York Open,424.0,new-york,"b'New York, United States'",2019.02.11,2,11,28,28,Indoor,Hard,"b'$777,385'",Reilly Opelka,/en/players/reilly-opelka/o522/overview,reilly-opelka,o522,Kevin Krawietz,/en/players/kevin-krawietz/kb92/overview,kevin-krawietz,kb92,Andreas Mies,/en/players/andreas-mies/mj40/overview,andreas-mies,mj40,2019-424,2019.0,2.0,11.0,31.34839151266256,29.251197809719372
10,2019-424-sp24-q927,/en/scores/2019/424/MS003/match-stats?isLive=False,01:54:53,114,12,4,83,109,66,83,8,26,5,7,74,109,17,60,9,28,2,5,16,15,26,88,100,197,19,2,60,88,43,60,19,28,3,5,62,88,17,83,18,26,2,7,15,16,35,109,97,197,2019-424,11,new-york,/en/scores/archive/new-york/424/2019/results,Semifinals,2,2,Brayden Schnur,sp24,brayden-schnur,Sam Querrey,q927,sam-querrey,Q,6,76(7) 46 63,2,1,17,15,1,0,2019-424-sp24-q927,sp24,brayden-schnur,Brayden,Schnur,http://www.atpworldtour.com/en/players/brayden-schnur/sp24/overview,CAN,"Toronto, Canada","Toronto, Canada",1995.07.04,1995.0,7.0,4.0,2016.0,185.0,84.0,"6'4""",76.0,193.0,Right-Handed,Two-Handed Backhand,q927,sam-querrey,Sam,Querrey,http://www.atpworldtour.com/en/players/sam-querrey/q927/overview,USA,"Santa Monica, CA, USA","San Francisco, CA, USA",1987.10.07,1987.0,10.0,7.0,2006.0,210.0,95.0,"6'6""",78.0,198.0,Right-Handed,Two-Handed Backhand,2019,11,New York Open,424.0,new-york,"b'New York, United States'",2019.02.11,2,11,28,28,Indoor,Hard,"b'$777,385'",Reilly Opelka,/en/players/reilly-opelka/o522/overview,reilly-opelka,o522,Kevin Krawietz,/en/players/kevin-krawietz/kb92/overview,kevin-krawietz,kb92,Andreas Mies,/en/players/andreas-mies/mj40/overview,andreas-mies,mj40,2019-424,2019.0,2.0,11.0,23.60848733744011,31.34839151266256
10,2019-424-i186-tc61,/en/scores/2019/424/MS004/match-stats?isLive=False,01:03:30,63,16,1,45,49,35,45,3,4,2,2,38,49,11,36,10,16,3,10,9,8,21,52,59,101,3,2,36,52,25,36,6,16,7,10,31,52,10,45,1,4,0,2,8,9,11,49,42,101,2019-424,11,new-york,/en/scores/archive/new-york/424/2019/results,Quarterfinals,3,1,John Isner,i186,john-isner,Jordan Thompson,tc61,jordan-thompson,1,7,64 61,2,0,12,5,0,0,2019-424-i186-tc61,i186,john-isner,John,Isner,http://www.atpworldtour.com/en/players/john-isner/i186/overview,USA,"Tampa, FL, USA","Greensboro, NC, USA",1985.04.26,1985.0,4.0,26.0,2007.0,238.0,108.0,"6'10""",82.0,208.0,Right-Handed,Two-Handed Backhand,tc61,jordan-thompson,Jordan,Thompson,http://www.atpworldtour.com/en/players/jordan-thompson/tc61/overview,AUS,"Sydney, Australia","Sydney, Australia",1994.04.20,1994.0,4.0,20.0,2013.0,161.0,73.0,"6'0""",72.0,183.0,Right-Handed,Two-Handed Backhand,2019,11,New York Open,424.0,new-york,"b'New York, United States'",2019.02.11,2,11,28,28,Indoor,Hard,"b'$777,385'",Reilly Opelka,/en/players/reilly-opelka/o522/overview,reilly-opelka,o522,Kevin Krawietz,/en/players/kevin-krawietz/kb92/overview,kevin-krawietz,kb92,Andreas Mies,/en/players/andreas-mies/mj40/overview,andreas-mies,mj40,2019-424,2019.0,2.0,11.0,33.79603011635866,24.813141683778234
10,2019-424-i186-o522,/en/scores/2019/424/MS002/match-stats?isLive=False,02:31:02,151,38,1,110,125,92,110,9,15,2,2,101,125,8,87,7,29,0,1,18,18,15,116,116,241,43,1,87,116,79,87,22,29,1,1,101,116,18,110,6,15,0,2,18,18,24,125,125,241,2019-424,11,new-york,/en/scores/archive/new-york/424/2019/results,Semifinals,2,1,Reilly Opelka,o522,reilly-opelka,John Isner,i186,john-isner,,1,67(8) 76(14) 76(4),2,1,20,19,2,1,2019-424-o522-i186,o522,reilly-opelka,Reilly,Opelka,http://www.atpworldtour.com/en/players/reilly-opelka/o522/overview,USA,"Palm Coast, FL, USA","St. Joseph, MI, USA",1997.08.28,1997.0,8.0,28.0,2015.0,220.0,100.0,"6'11""",83.0,211.0,Right-Handed,Two-Handed Backhand,i186,john-isner,John,Isner,http://www.atpworldtour.com/en/players/john-isner/i186/overview,USA,"Tampa, FL, USA","Greensboro, NC, USA",1985.04.26,1985.0,4.0,26.0,2007.0,238.0,108.0,"6'10""",82.0,208.0,Right-Handed,Two-Handed Backhand,2019,11,New York Open,424.0,new-york,"b'New York, United States'",2019.02.11,2,11,28,28,Indoor,Hard,"b'$777,385'",Reilly Opelka,/en/players/reilly-opelka/o522/overview,reilly-opelka,o522,Kevin Krawietz,/en/players/kevin-krawietz/kb92/overview,kevin-krawietz,kb92,Andreas Mies,/en/players/andreas-mies/mj40/overview,andreas-mies,mj40,2019-424,2019.0,2.0,11.0,21.456536618754278,33.79603011635866
10,2019-424-e865-tc61,/en/scores/2019/424/MS009/match-stats?isLive=False,01:29:46,89,7,8,44,72,35,44,11,28,4,7,46,72,15,59,11,25,1,5,13,14,26,84,72,156,6,1,59,84,44,59,14,25,4,5,58,84,9,44,17,28,3,7,14,13,26,72,84,156,2019-424,11,new-york,/en/scores/archive/new-york/424/2019/results,Round of 16,4,6,Jordan Thompson,tc61,jordan-thompson,Christopher Eubanks,e865,christopher-eubanks,7,Q,46 61 64,2,1,16,11,0,0,2019-424-tc61-e865,tc61,jordan-thompson,Jordan,Thompson,http://www.atpworldtour.com/en/players/jordan-thompson/tc61/overview,AUS,"Sydney, Australia","Sydney, Australia",1994.04.20,1994.0,4.0,20.0,2013.0,161.0,73.0,"6'0""",72.0,183.0,Right-Handed,Two-Handed Backhand,e865,christopher-eubanks,Christopher,Eubanks,http://www.atpworldtour.com/en/players/christopher-eubanks/e865/overview,USA,"Atlanta, GA, USA","Atlanta, GA, USA",1996.05.05,1996.0,5.0,5.0,2017.0,180.0,82.0,"6'7""",79.0,201.0,Right-Handed,One-Handed Backhand,2019,11,New York Open,424.0,new-york,"b'New York, United States'",2019.02.11,2,11,28,28,Indoor,Hard,"b'$777,385'",Reilly Opelka,/en/players/reilly-opelka/o522/overview,reilly-opelka,o522,Kevin Krawietz,/en/players/kevin-krawietz/kb92/overview,kevin-krawietz,kb92,Andreas Mies,/en/players/andreas-mies/mj40/overview,andreas-mies,mj40,2019-424,2019.0,2.0,11.0,24.813141683778234,22.770704996577688
10,2019-424-pb22-h940,/en/scores/2019/424/MS025/match-stats?isLive=False,01:05:54,65,6,3,36,60,27,36,7,24,3,6,34,60,3,28,11,24,1,2,9,10,14,52,48,112,14,1,28,52,25,28,13,24,1,2,38,52,9,36,17,24,3,6,10,9,26,60,64,112,2019-424,11,new-york,/en/scores/archive/new-york/424/2019/results,Round of 32,5,8,Ryan Harrison,h940,ryan-harrison,Peter Polansky,pb22,peter-polansky,,,63 64,2,0,12,7,0,0,2019-424-h940-pb22,h940,ryan-harrison,Ryan,Harrison,http://www.atpworldtour.com/en/players/ryan-harrison/h940/overview,USA,"Austin, TX, USA","Shreveport, LA, USA",1992.05.07,1992.0,5.0,7.0,2007.0,185.0,84.0,"6'1""",73.0,185.0,Right-Handed,Two-Handed Backhand,pb22,peter-polansky,Peter,Polansky,http://www.atpworldtour.com/en/players/peter-polansky/pb22/overview,CAN,"Thornhill, Ontario, Canada","North York, Canada",1988.06.15,1988.0,6.0,15.0,2006.0,175.0,79.0,"6'0""",72.0,183.0,Right-Handed,Two-Handed Backhand,2019,11,New York Open,424.0,new-york,"b'New York, United States'",2019.02.11,2,11,28,28,Indoor,Hard,"b'$777,385'",Reilly Opelka,/en/players/reilly-opelka/o522/overview,reilly-opelka,o522,Kevin Krawietz,/en/players/kevin-krawietz/kb92/overview,kevin-krawietz,kb92,Andreas Mies,/en/players/andreas-mies/mj40/overview,andreas-mies,mj40,2019-424,2019.0,2.0,11.0,26.765229295003422,30.65845311430527
10,2019-424-e865-e873,/en/scores/2019/424/QS007/match-stats?isLive=False,01:41:18,101,24,3,72,101,52,72,16,29,3,5,68,101,15,65,18,30,3,8,17,16,33,95,101,196,13,4,65,95,50,65,12,30,5,8,62,95,20,72,13,29,2,5,16,17,33,101,95,196,2019-424,11,new-york,/en/scores/archive/new-york/424/2019/results,2nd Round Qualifying,6,4,Christopher Eubanks,e865,christopher-eubanks,Ernesto Escobedo,e873,ernesto-escobedo,4,,57 63 75,2,1,18,15,0,0,2019-424-e865-e873,e865,christopher-eubanks,Christopher,Eubanks,http://www.atpworldtour.com/en/players/christopher-eubanks/e865/overview,USA,"Atlanta, GA, USA","Atlanta, GA, USA",1996.05.05,1996.0,5.0,5.0,2017.0,180.0,82.0,"6'7""",79.0,201.0,Right-Handed,One-Handed Backhand,e873,ernesto-escobedo,Ernesto,Escobedo,http://www.atpworldtour.com/en/players/ernesto-escobedo/e873/overview,USA,"West Covina, CA, USA","Los Angeles, CA, USA",1996.07.04,1996.0,7.0,4.0,2014.0,180.0,82.0,"6'1""",73.0,185.0,Right-Handed,Two-Handed Backhand,2019,11,New York Open,424.0,new-york,"b'New York, United States'",2019.02.11,2,11,28,28,Indoor,Hard,"b'$777,385'",Reilly Opelka,/en/players/reilly-opelka/o522/overview,reilly-opelka,o522,Kevin Krawietz,/en/players/kevin-krawietz/kb92/overview,kevin-krawietz,kb92,Andreas Mies,/en/players/andreas-mies/mj40/overview,andreas-mies,mj40,2019-424,2019.0,2.0,11.0,22.770704996577688,22.60643394934976
10,2019-424-e865-e720,/en/scores/2019/424/QS014/match-stats?isLive=False,01:08:41,68,9,0,41,58,33,41,8,17,2,2,41,58,15,39,17,30,3,4,9,8,32,69,73,127,1,6,39,69,24,39,13,30,1,4,37,69,8,41,9,17,0,2,8,9,17,58,54,127,2019-424,11,new-york,/en/scores/archive/new-york/424/2019/results,1st Round Qualifying,7,4,Christopher Eubanks,e865,christopher-eubanks,Adam El Mihdawy,e720,adam-el-mihdawy,4,W,63 62,2,0,12,5,0,0,2019-424-e865-e720,e865,christopher-eubanks,Christopher,Eubanks,http://www.atpworldtour.com/en/players/christopher-eubanks/e865/overview,USA,"Atlanta, GA, USA","Atlanta, GA, USA",1996.05.05,1996.0,5.0,5.0,2017.0,180.0,82.0,"6'7""",79.0,201.0,Right-Handed,One-Handed Backhand,e720,adam-el-mihdawy,Adam,El Mihdawy,http://www.atpworldtour.com/en/players/adam-el-mihdawy/e720/overview,USA,,,1989.08.09,1989.0,8.0,9.0,,,,,,,,,2019,11,New York Open,424.0,new-york,"b'New York, United States'",2019.02.11,2,11,28,28,Indoor,Hard,"b'$777,385'",Reilly Opelka,/en/players/reilly-opelka/o522/overview,reilly-opelka,o522,Kevin Krawietz,/en/players/kevin-krawietz/kb92/overview,kevin-krawietz,kb92,Andreas Mies,/en/players/andreas-mies/mj40/overview,andreas-mies,mj40,2019-424,2019.0,2.0,11.0,22.770704996577688,29.508555783709788
10,2019-424-k336-a829,/en/scores/2019/424/MS029/match-stats?isLive=False,02:18:36,138,37,3,89,110,80,89,9,21,0,0,89,110,20,95,11,29,0,2,18,18,31,124,120,234,4,4,95,124,75,95,18,29,2,2,93,124,9,89,12,21,0,0,18,18,21,110,114,234,2019-424,11,new-york,/en/scores/archive/new-york/424/2019/results,Round of 32,5,5,Radu Albot,a829,radu-albot,Ivo Karlovic,k336,ivo-karlovic,,,67(4) 76(4) 76(5),2,1,20,19,2,1,2019-424-a829-k336,a829,radu-albot,Radu,Albot,http://www.atpworldtour.com/en/players/radu-albot/a829/overview,MDA,"Chisinau, Moldova","Chisinau, Moldova",1989.11.11,1989.0,11.0,11.0,2008.0,152.0,69.0,"5'9""",69.0,175.0,Right-Handed,Two-Handed Backhand,k336,ivo-karlovic,Ivo,Karlovic,http://www.atpworldtour.com/en/players/ivo-karlovic/k336/overview,CRO,"Miami, FL, USA; Grand Bahama","Zagreb, Croatia",1979.02.28,1979.0,2.0,28.0,2000.0,230.0,104.0,"6'11""",83.0,211.0,Right-Handed,One-Handed Backhand,2019,11,New York Open,424.0,new-york,"b'New York, United States'",2019.02.11,2,11,28,28,Indoor,Hard,"b'$777,385'",Reilly Opelka,/en/players/reilly-opelka/o522/overview,reilly-opelka,o522,Kevin Krawietz,/en/players/kevin-krawietz/kb92/overview,kevin-krawietz,kb92,Andreas Mies,/en/players/andreas-mies/mj40/overview,andreas-mies,mj40,2019-424,2019.0,2.0,11.0,29.251197809719372,39.95345653661875
